hero,category,ability_name,hotkey_or_tier,field,value
Fenix,talents,Warp Warfare,3,notes,Stacks additively with Attack Speed bonus from Weapon Mode: Repeater Cannon and other effects that can affect Fenix's Attack Speed.
Fenix,talents,Divert Power: Weapons,3,icon,Divert Power Weapon Icon.png
Fenix,talents,Divert Power: Weapons,3,description,"Cooldown 40 Active Activate to gain 40% Basic Attack damage for 5 seconds. Basic Attacking a Hero refreshes this duration. Once Divert Power: Weapons ends, drain all of Shield Capacitor's Shields."
Fenix,talents,Divert Power: Weapons,3,slot,3
Fenix,talents,Divert Power: Weapons,3,type,Offensive damage modifier
Fenix,talents,Divert Power: Weapons,3,affects,Self
Fenix,talents,Divert Power: Weapons,3,notes,Cooldown starts ticking immediately when the Ability is cast. Damage bonus stacks additively with other offensive damage modifiers that can affect Fenix's Basic Attack damage.
Fenix,talents,Purification Salvo,4,icon,Purification Salvo Icon.png
Fenix,talents,Purification Salvo,4,description,"Cooldown 90 Channel for 1.5 seconds, sweeping a laser in front of Fenix that locks onto enemy Heroes. Once Channeling finishes, fire 5 missiles at each locked Hero, dealing 79 damage each. Deals 50% increased damage to Slowed targets."
Fenix,talents,Purification Salvo,4,slot,1
Fenix,talents,Planet Cracker,4,icon,Planet Cracker Icon.png
Fenix,talents,Planet Cracker,4,description,"Cooldown 100 After 0.5 seconds, Channel a powerful beam that spans across the battleground for 4 seconds, dealing 112 damage every 0.25 seconds to non-Structure enemies hit."
Fenix,talents,Planet Cracker,4,slot,2
Fenix,talents,Adanium Shell,5,icon,Adanium Shell Icon.png
Fenix,talents,Adanium Shell,5,description,"After arriving with Warp, gain 50 Armor for 4 seconds."
Fenix,talents,Adanium Shell,5,slot,1
Fenix,talents,Adanium Shell,5,type,Defensive damage modifier
Fenix,talents,Adanium Shell,5,affects,Self
Fenix,talents,Adanium Shell,5,props,Armor
Fenix,talents,Adanium Shell,5,notes,Does not stack with other positive Armor effects. Other defensive damage modifiers may stack.
Fenix,talents,Dampening Field,5,icon,Dampening Field Icon.png
Fenix,talents,Dampening Field,5,description,Fenix gains 30 Spell Armor while he has a Shield from Shield Capacitor.
Fenix,talents,Dampening Field,5,slot,2
Fenix,talents,Dampening Field,5,type,Defensive damage modifier
Fenix,talents,Dampening Field,5,affects,Self
Fenix,talents,Dampening Field,5,props,Spell Armor
Fenix,talents,Dampening Field,5,notes,Does not stack with other positive Spell Armor Effects. Other defensive damage modifiers may stack.
Fenix,talents,Rapid Recharge,5,icon,Rapid Recharge Icon.png
Fenix,talents,Rapid Recharge,5,description,"The time before Shield Capacitor begins regenerating after taking damage is reduced by 2 seconds. Whenever Fenix is healed, Shield Capacitor's Shield recharges for 60% of the healing received."
Fenix,talents,Rapid Recharge,5,slot,3
Fenix,talents,Rapid Recharge,5,type,Healing
Fenix,talents,Rapid Recharge,5,scaling,-
Fenix,talents,Rapid Recharge,5,affects,Fenix's Shield
Fenix,talents,Rapid Recharge,5,notes,Shield healing can be increased or decreased based on Fenix's Spell Power.
Fenix,talents,Auxiliary Shields,5,icon,Auxiliary Shields Icon.png
Fenix,talents,Auxiliary Shields,5,description,Permanently reduce Fenix's maximum Health by 30% but increase Shield Capacitor's Shield by 40%. Basic Attacks regenerate Shields equal to 10% of the damage dealt.
Fenix,talents,Auxiliary Shields,5,slot,4
Fenix,talents,Auxiliary Shields,5,type,Shield
Fenix,talents,Auxiliary Shields,5,scaling,-
Fenix,talents,Auxiliary Shields,5,affects,Self
Fenix,talents,Auxiliary Shields,5,target,No target
Fenix,talents,Auxiliary Shields,5,props,Attack Modifier
Fenix,talents,Auxiliary Shields,5,notes,This lowers overall Fenix's effective Health pool (including Shields) by 2%. Shield gain is calculated from final damage dealt after all damage modifications.
Fenix,talents,Offensive Cadence,6,icon,Offensive Cadence Icon.png
Fenix,talents,Offensive Cadence,6,description,Every 3rd Basic Attack against Heroes while Repeater Cannon is active deals an additional 6% of the target's maximum Health as damage.
Fenix,talents,Offensive Cadence,6,slot,1
Fenix,talents,Offensive Cadence,6,type,Spell Damage
Fenix,talents,Offensive Cadence,6,scaling,-
Fenix,talents,Offensive Cadence,6,affects,Enemy Heroes
Fenix,talents,Offensive Cadence,6,props,"Attack Modifier, Percent Damage"
Fenix,talents,Photonic Weaponry,6,icon,Photonic Weaponry Icon.png
Fenix,talents,Photonic Weaponry,6,description,Fenix deals 20% more damage while he has a Shield from Shield Capacitor.
Fenix,talents,Photonic Weaponry,6,slot,2
Fenix,talents,Photonic Weaponry,6,type,Offensive damage modifier
Fenix,talents,Photonic Weaponry,6,affects,Self
Fenix,talents,Photonic Weaponry,6,notes,Affects damage dealt by both Basic Attacks and all Abilities. Damage bonus stacks additively with other offensive damage modifiers that can affect Fenix's damage.
Fenix,talents,Arsenal Overcharge,6,icon,Arsenal Overcharge Icon.png
Fenix,talents,Arsenal Overcharge,6,description,Basic Attacks with Repeater Cannon reduce Ability cooldowns by 0.5 seconds. Basic Attacks with Phase Bomb active reduce Ability cooldowns by 0.5 seconds per Hero hit.
Fenix,talents,Arsenal Overcharge,6,slot,3
Fenix,talents,Arsenal Overcharge,6,props,"Attack Modifier, Cooldown reduction"
Fenix,talents,Arsenal Overcharge,6,notes,"Affects both Basic and Heroic Abilities, but not Trait or Talents that have a cooldown. Repeater Cannon attacks do not require the target to be a Hero. Phase Bomb does not grant cooldown reduction for the primary target hit, even if it is a Hero. Phase Bomb attack cooldown reduction is capped at 1.5 seconds per Basic Attack (i.e. 3 Heroes)."
Fenix,talents,Armageddon Beam,7,icon,Armageddon_Beam_Icon.png
Fenix,talents,Armageddon Beam,7,description,Planet Cracker's width increases by 100% over 1.5 seconds. Passive Reduce Planet Cracker's cooldown by 40 seconds.
Fenix,talents,Armageddon Beam,7,slot,1
Fenix,talents,Armageddon Beam,7,prop1,Bonus width
Fenix,talents,Armageddon Beam,7,val1,2.5
Fenix,talents,Secondary Fire,7,icon,Secondary Fire Icon.png
Fenix,talents,Secondary Fire,7,description,"Hitting an enemy Hero with Plasma Cutter fires a Purification Salvo missile at them after 0.5 seconds, dealing 79 damage. Deals 50% increased damage to Slowed targets."
Fenix,talents,Secondary Fire,7,slot,2
Fenix,talents,Secondary Fire,7,type,Spell Damage
Fenix,talents,Secondary Fire,7,scaling,4.00%
Fenix,talents,Secondary Fire,7,affects,Enemy Heroes
Fenix,talents,Secondary Fire,7,notes,Damage bonus stacks additively with other offensive damage modifiers that can affect Fenix's Spell Damage.
Fenix,talents,Singularity Charge,7,icon,Singularity Charge Icon.png
Fenix,talents,Singularity Charge,7,description,"Repeater Cannon grants 100% more Attack Speed, and Phase Bomb grants 1.25 more range."
Fenix,talents,Singularity Charge,7,slot,3
Fenix,talents,Singularity Charge,7,type,Status effect
Fenix,talents,Singularity Charge,7,affects,Self
Fenix,talents,Singularity Charge,7,props,Attack Speed
Fenix,talents,Singularity Charge,7,notes,Stacks additively with Attack Speed bonus from Weapon Mode: Repeater Cannon and other effects that can affect Fenix's Attack Speed.
Fenix,talents,Unconquered Spirit,7,icon,Unconquered Spirit Icon.png
Fenix,talents,Unconquered Spirit,7,description,"Upon taking fatal damage, Shield Capacitor regains 800 Shields. This effect has a 120 second cooldown."
Fenix,talents,Unconquered Spirit,7,slot,4
Fenix,talents,Unconquered Spirit,7,type,Healing
Fenix,talents,Unconquered Spirit,7,scaling,4.00%
Fenix,talents,Unconquered Spirit,7,affects,Fenix's Shield
Gall,abilities,Ogre Rage,D,icon,Ogre_Rage_Icon.png
Gall,abilities,Ogre Rage,D,description,"Activate to increase Gall's damage by 25%, but reduce Cho's Armor by 25. passive Gall is permanently immune to Stun and Silence effects.; trait"
Gall,abilities,Ogre Rage,D,type,Offensive damage modifier
Gall,abilities,Ogre Rage,D,affects,Self (Gall only)
Gall,abilities,Ogre Rage,D,target,No target
Gall,abilities,Ogre Rage,D,cast,Instant
Gall,abilities,Ogre Rage,D,notes,Shares cooldown with Cho's Ogre Hide. Gall's Abilities can be cast without dismounting Cho. Damage bonus stacks additively with other offensive damage modifiers that can affect Gall's damage output.
Gall,abilities,Shadowflame,Q,icon,Shadowflame_Icon.png
Gall,abilities,Shadowflame,Q,description,Deal 135 damage to enemies in the area.
Gall,abilities,Shadowflame,Q,type,Spell Damage
Gall,abilities,Shadowflame,Q,scaling,5.00%
Gall,abilities,Shadowflame,Q,affects,Enemies
Gall,abilities,Shadowflame,Q,target,Point target
Gall,abilities,Shadowflame,Q,props,"Area of Effect, Clamping"
Gall,abilities,Shadowflame,Q,cast,Instant
Gall,abilities,Shadowflame,Q,aoe,Rectangle
Gall,abilities,Shadowflame,Q,width,1.0
Gall,abilities,Shadowflame,Q,height,10.6
Gall,abilities,Shadowflame,Q,cooldown,3
Gall,abilities,Dread Orb,W,icon,Dread_Orb_Icon.png
Gall,abilities,Dread Orb,W,description,"Throw a bomb that will bounce three times, dealing 126 damage to enemies."
Gall,abilities,Dread Orb,W,type,Spell Damage
Gall,abilities,Dread Orb,W,scaling,5.00%
Gall,abilities,Dread Orb,W,affects,Enemies
Gall,abilities,Dread Orb,W,target,Point target
Gall,abilities,Dread Orb,W,props,"Area of Effect, Clamping"
Gall,abilities,Dread Orb,W,cast,Instant
Gall,abilities,Dread Orb,W,range,- Minimum: 3.0 (1 - Maximum: 6.5 (1
Gall,abilities,Dread Orb,W,aoe,Circle
Gall,abilities,Dread Orb,W,radius,1.6
Gall,abilities,Dread Orb,W,notes,1) This is the cast range of the first bounce. Distance between each bounce is the same as the range first bounce was cast at.
Gall,abilities,Dread Orb,W,cooldown,6
Gall,abilities,Runic Blast,E,icon,Runic_Blast_Icon.png
Gall,abilities,Runic Blast,E,description,"Detonate Cho's Rune Bomb, dealing 210 damage around it."
Gall,abilities,Runic Blast,E,type,Spell Damage
Gall,abilities,Runic Blast,E,scaling,4.00%
Gall,abilities,Runic Blast,E,affects,Enemies
Gall,abilities,Runic Blast,E,target,No target
Gall,abilities,Runic Blast,E,props,Area of Effect
Gall,abilities,Runic Blast,E,cast,Instant
Gall,abilities,Runic Blast,E,aoe,Circle
Gall,abilities,Runic Blast,E,radius,2.5
Gall,abilities,Runic Blast,E,cooldown,0.5
Gall,abilities,Shadow Bolt Volley,R,icon,Shadow_Bolt_Volley_Icon.png
Gall,abilities,Shadow Bolt Volley,R,description,"After 1 second, unleash 20 Shadow Bolts over 4 seconds, each dealing 87 damage to the first target hit. The bolts fire towards your mouse.; 60; heroic"
Gall,abilities,Shadow Bolt Volley,R,type,Spell Damage
Gall,abilities,Shadow Bolt Volley,R,scaling,4.00%
Gall,abilities,Shadow Bolt Volley,R,affects,Enemies
Gall,abilities,Shadow Bolt Volley,R,target,"Point target, Cursor tracking"
Gall,abilities,Shadow Bolt Volley,R,props,"Clamping, Skillshot"
Gall,abilities,Shadow Bolt Volley,R,cast,1.0 + 0 seconds
Gall,abilities,Shadow Bolt Volley,R,range,14.76
Gall,abilities,Shadow Bolt Volley,R,radius,0.65 (hitbox)
Gall,abilities,Shadow Bolt Volley,R,missile,15.0
Gall,abilities,Shadow Bolt Volley,R,tickrate,5.0 per second (x20)
Gall,abilities,Twisting Nether,R,icon,Twisting_Nether_Icon.png
Gall,abilities,Twisting Nether,R,description,"After 1 second, nearby enemies are Slowed by 50% while Gall channels, up to 5 seconds. Activate to deal 353 damage.; 80; heroic"
Gall,abilities,Twisting Nether,R,type,"Spell Damage, Crowd control"
Gall,abilities,Twisting Nether,R,scaling,5.00%
Gall,abilities,Twisting Nether,R,affects,Enemies
Gall,abilities,Twisting Nether,R,target,No target
Gall,abilities,Twisting Nether,R,props,"Area of Effect, Channeled Ability, Slow"
Gall,abilities,Twisting Nether,R,cast,- Initial: 0.25 + 0 seconds - Reactivation: 0.125 + 0 seconds
Gall,abilities,Twisting Nether,R,aoe,Circle
Gall,abilities,Twisting Nether,R,radius,5.5
Gall,abilities,Detonate Twisting Nether,R,icon,Detonate_Twisting_Nether_Icon.png
Gall,abilities,Detonate Twisting Nether,R,description,"After 1 second, nearby enemies are Slowed by 50% while Gall channels, up to 5 seconds. Activate to deal 353 damage."
Gall,abilities,Detonate Twisting Nether,R,cooldown,1.0
Gall,abilities,Eye of Kilrogg,1,icon,Eye_of_Kilrogg_Icon.png
Gall,abilities,Eye of Kilrogg,1,description,"Place an eye, granting vision of a large area around it for 45 seconds. The eye can be killed by enemies with 2 Basic Attacks. Stores up to 2 charges. Eye of Kilrrogg"
Gall,abilities,Eye of Kilrogg,1,type,Passive
Gall,abilities,Eye of Kilrogg,1,target,Point target
Gall,abilities,Eye of Kilrogg,1,cast,Instant
Gall,abilities,Eye of Kilrogg,1,range,12.0
Gall,abilities,Eye of Kilrogg,1,nohr,true
Gall,abilities,Eye of Kilrogg,1,scaling,-
Gall,abilities,Eye of Kilrogg,1,prop1,Health
Gall,abilities,Eye of Kilrogg,1,val1,2
Gall,abilities,Eye of Kilrogg,1,prop2,Basic Attack damage
Gall,abilities,Eye of Kilrogg,1,val2,-
Gall,abilities,Eye of Kilrogg,1,prop5,Movement Speed
Gall,abilities,Eye of Kilrogg,1,val5,-
Gall,abilities,Eye of Kilrogg,1,prop7,Sight radius
Gall,abilities,Eye of Kilrogg,1,val7,10.25
Gall,abilities,Eye of Kilrogg,1,prop8,Leash radius
Gall,abilities,Eye of Kilrogg,1,val8,-
Gall,abilities,Eye of Kilrogg,1,notes,Takes only 1 damage per instance.
Gall,abilities,Eye of Kilrogg,1,cooldown,45
Gall,abilities,Shove,Z,icon,Shove_Icon.png
Gall,abilities,Shove,Z,description,Nudge Cho a small distance and grant him 25% Movement Speed for 2 seconds.
Gall,abilities,Shove,Z,type,"Crowd control, Status effect"
Gall,abilities,Shove,Z,affects,Self
Gall,abilities,Shove,Z,target,Point target
Gall,abilities,Shove,Z,props,"Knockback, Movement Speed"
Gall,abilities,Shove,Z,cast,Instant
Gall,abilities,Shove,Z,prop1,Knockback duration
Gall,abilities,Shove,Z,val1,0.1875 seconds
Gall,abilities,Shove,Z,prop2,Knockback speed
Gall,abilities,Shove,Z,val2,21
Gall,abilities,Shove,Z,cooldown,30
Gall,talents,Keep Moving!,1,icon,Keep_Moving!_Icon.png
Gall,talents,Keep Moving!,1,description,Increases the Movement Speed bonus of Shove by 10% and its duration by 2 seconds.
Gall,talents,Keep Moving!,1,slot,1
Gall,talents,Taskmaster,1,icon,Taskmaster Icon.png
Gall,talents,Taskmaster,1,description,"Every time Cho is hit by a Hero Basic Attack, reduce the Cooldown of Shove by 1 second."
Gall,talents,Taskmaster,1,slot,2
Gall,talents,We See You!,1,icon,We_See_You!_Icon.png
Gall,talents,We See You!,1,description,"Eye of Kilrogg's cooldown is decreased by 25 seconds, its range is increased by 33% and the number of Basic Attacks required to kill it is increased by 1."
Gall,talents,We See You!,1,slot,3
Gall,talents,We See You!,1,prop1,Bonus range
Gall,talents,We See You!,1,val1,4.0
Gall,talents,Rising Dread,2,icon,Rising_Dread_Icon.png
Gall,talents,Rising Dread,2,description,Each bounce of Dread Orb increases its radius by 25% and damage by 15%. Activate Dread Orb before the second bounce ends to reverse the direction of the third bounce.
Gall,talents,Rising Dread,2,slot,1
Gall,talents,Rising Dread,2,type,Offensive damage modifier
Gall,talents,Rising Dread,2,affects,Ability
Gall,talents,Rising Dread,2,prop1,Bonus radius per bounce
Gall,talents,Rising Dread,2,val1,0.4
Gall,talents,Rising Dread,2,notes,Stacks additively with itself and other offensive damage modifiers that can affect Dread Orb's damage.
Gall,talents,Runic Persistence,2,icon,Runic_Persistence_Icon.png
Gall,talents,Runic Persistence,2,description,Runic Blast deals an additional 180 damage over 3 seconds in an area around the detonation point.
Gall,talents,Runic Persistence,2,slot,2
Gall,talents,Runic Persistence,2,type,Spell Damage
Gall,talents,Runic Persistence,2,scaling,4.00%
Gall,talents,Runic Persistence,2,affects,Enemies
Gall,talents,Runic Persistence,2,props,Area of Effect
Gall,talents,Runic Persistence,2,aoe,Circle
Gall,talents,Runic Persistence,2,radius,2.5
Gall,talents,Runic Persistence,2,tickrate,2.0 per second (x6)
Gall,talents,Runic Persistence,2,prop1,Damage per tick
Gall,talents,Runic Persistence,2,val1,30
Gall,talents,Bomb's Away,2,icon,Bomb's_Away_Icon.png
Gall,talents,Bomb's Away,2,description,"quest Damaging a Hero with Runic Blast increases its damage by 5, up to 200. After damaging 20 Heroes, the range and speed of Cho's Rune Bomb is increased by 20%."
Gall,talents,Bomb's Away,2,slot,3
